ABADI,40.755,18.642
ABAKO,37.184,16.666
ABAKU,51.677,19.081
ABDAB,37.889,10.629
ABERO,52.228,23.209
ABESI,46.160,9.043
ABETI,47.678,17.013
ABETI,47.678,17.013
ABETI,47.678,17.013
ABEZE,54.432,23.872
ABIDU,40.989,10.371
ABIRI,46.762,14.968
ABISO,46.262,14.352
ABITU,48.333,18.325
ABKON,39.872,10.807
ABLAT,45.391,13.626
ABLAT,45.391,13.626
ABLOM,48.068,17.088
ABLOM,48.068,17.088
ABLOM,48.068,17.088
ABMOG,44.714,10.971
ABOLO,47.000,27.333
ABONY,47.271,19.979
ABREG,46.307,9.551
ABRUK,47.383,15.007
ABRUT,44.450,25.183
ABRUT,44.450,25.183
ABTAN,47.114,14.496
ABTER,46.253,25.842
ABTIM,44.625,10.616
ABUKI,37.534,15.559
ABULI,48.484,20.487
ABULI,48.484,20.487
ABULI,48.484,20.487
ADADO,50.209,17.748
ADAMA,47.988,17.341
ADAMI,38.705,10.949
ADAXA,56.298,18.898
ADDER,40.524,20.305
ADEXI,37.346,13.025
ADIDU,54.530,23.634
ADINA,43.803,30.505
ADISO,45.559,7.293
ADLET,48.568,14.299
ADMAS,37.562,17.858
ADMEC,47.131,26.580
ADNAN,44.007,18.114
ADOMO,45.971,14.645
ADORU,41.872,26.568
ADOSA,45.644,11.026
ADOXO,52.103,19.507
ADREN,38.838,17.736
ADRUX,40.764,9.599
ADUKA,38.562,11.951
ADUKU,46.924,22.000
ADULA,45.271,18.642
ADUNO,42.061,25.452
ADVAB,52.131,16.727
ADVER,43.422,22.987
ADVER,43.422,22.987
ADVEX,50.348,17.870
AFCAM,41.933,15.781
AGALU,51.471,17.386
AGASA,55.781,20.436
AGAVA,51.581,19.961
AGLIB,45.134,17.153
AGMEL,46.691,21.571
AGNAV,49.568,12.614
AGNEP,45.450,22.960
AGNIS,39.808,14.751
AGODU,53.944,16.116
AGOMO,45.017,12.802
AGONA,55.400,20.553
AIOSA,41.928,17.248
AIOSA,41.928,17.248
AIOSA,41.928,17.248
AKADO,45.333,12.500
AKAPI,51.920,16.473
AKASU,46.110,8.496
AKIKA,42.534,19.604
AKIKA,42.534,19.604
AKIMA,48.413,13.310
AKLEF,47.927,25.450
AKUMA,55.194,22.753
AKUPO,47.001,24.396
AKUPO,47.001,24.396
ALAMU,47.737,18.330
ALAMU,47.737,18.330
ALAMU,47.737,18.330
ALAXI,41.735,13.348
ALBET,45.427,11.509
ALEDI,39.610,9.994
ALELU,42.479,19.851
ALELU,42.479,19.851
ALENO,43.969,29.841
ALESE,46.275,11.404
ALG__,40.628,8.244
ALIVI,43.187,26.646
ALIVO,45.523,14.739
ALIVO,45.523,14.739
ALIVO,45.523,14.739
ALIVO,45.523,14.739
ALIXI,39.452,17.443
ALJUB,41.910,16.329
ALOKU,37.295,13.565
ALOXU,45.781,24.341
ALUDU,37.153,15.580
ALUKA,52.899,14.307
AMADI,48.091,12.914
AMANO,39.422,13.797
AMEDU,49.706,22.840
AMGOK,42.655,13.896
AMLAV,44.162,29.766
AMLON,44.339,12.876
AMRAX,48.091,19.366
AMRAX,48.091,19.366
AMRAX,48.091,19.366
AMRAX,48.091,19.366
AMRAX,48.091,19.366
AMREX,37.971,17.917
AMROR,54.890,15.097
AMROR,54.890,15.097
AMSOR,41.157,14.869
AMTEL,43.220,11.609
AMTOV,43.172,26.152
AMUGO,42.544,17.584
AMUTO,52.333,18.946
ANAKI,44.201,8.726
ANASA,44.312,22.555
ANASA,44.312,22.555
ANAVU,47.261,23.322
ANAVU,47.261,23.322
ANAVU,47.261,23.322
ANC__,43.586,13.471
ANEDI,43.145,17.859
ANEDO,46.363,29.692
ANEXA,47.855,18.486
ANTAL,46.756,26.729
AOSTA,45.796,7.346
APNEZ,53.261,15.283
APRAQ,49.648,14.122
APRAQ,49.648,14.122
APRIV,44.682,9.876
APROB,43.973,25.002
APSAM,47.093,23.366
APSIK,54.667,16.667
APSUX,41.186,10.582
APTAN,46.388,26.349
APVAR,39.036,15.946
ARALD,46.684,13.264
ARBUM,39.279,15.802
ARCAZ,46.556,21.457
ARCAZ,46.556,21.457
ARDAM,44.798,12.506
ARDUT,53.858,21.167
ARFOL,36.823,14.661
ARFOX,47.974,18.574
ARGES,44.082,26.827
ARGIX,50.945,21.972
ARKUG,53.507,16.838
ARLES,45.929,8.375
ARLIT,54.926,23.166
ARLON,46.414,15.030
ARMEX,51.496,17.124
ARMIX,45.482,14.268
ARMIX,45.482,14.268
ARMIX,45.482,14.268
ARMIX,45.482,14.268
ARNOS,46.541,13.569
ARNOV,42.748,26.768
ARPIG,47.336,27.303
ARSAP,52.228,14.712
ARSIK,40.646,8.461
ARSIN,47.567,16.754
ARSIN,47.567,16.754
ARSIN,47.567,16.754
ARSOB,42.679,14.896
ARSOG,49.991,22.700
ARTAT,42.364,29.624
ARTUP,50.685,14.905
ARVOD,45.158,12.190
ASBIM,53.157,21.739
ASBOP,44.124,7.953
ASDOR,43.785,12.400
ASGUL,53.639,16.947
ASKOR,56.383,22.613
ASKOT,36.500,16.451
ASKUT,46.403,28.238
ASKUT,46.403,28.238
ASLUX,52.321,22.161
ASMIN,47.728,29.223
ASNEL,44.537,26.330
ASPIR,42.189,13.737
ASTEL,50.864,14.861
ASTIG,44.942,8.290
ASTOD,46.628,27.394
ASVEM,51.482,21.227
ATBOG,43.556,26.931
ATFIR,41.402,23.775
ATKEK,49.922,21.684
ATKUN,52.677,18.070
ATMEV,50.733,17.503
ATMIR,52.788,17.463
ATNET,40.765,10.136
ATPED,46.154,10.430
ATREK,47.887,29.233
